/scratch/msr/rsrch_0.csv,msr,lecar,752912,3097806,3834888,411,0.001,unique,19.55,306.01,|('learning_rate', 0)|, 0
/scratch/msr/rsrch_0.csv,msr,lecar,760995,3089723,3833227,411,0.001,unique,19.76,310.14,|('learning_rate', 0.001)|, 0.001
/scratch/msr/rsrch_0.csv,msr,lecar,762024,3088694,3833296,411,0.001,unique,19.79,304.53,|('learning_rate', 0.002)|, 0.002
/scratch/msr/rsrch_0.csv,msr,lecar,761993,3088725,3833209,411,0.001,unique,19.79,305.37,|('learning_rate', 0.003)|, 0.003
/scratch/msr/rsrch_0.csv,msr,lecar,762546,3088172,3833132,411,0.001,unique,19.8,302.73,|('learning_rate', 0.004)|, 0.004
/scratch/msr/rsrch_0.csv,msr,lecar,762930,3087788,3833059,411,0.001,unique,19.81,302.99,|('learning_rate', 0.005)|, 0.005
/scratch/msr/rsrch_0.csv,msr,lecar,762965,3087753,3833059,411,0.001,unique,19.81,300.75,|('learning_rate', 0.006)|, 0.006
/scratch/msr/rsrch_0.csv,msr,lecar,764112,3086606,3832911,411,0.001,unique,19.84,300.37,|('learning_rate', 0.007)|, 0.007
/scratch/msr/rsrch_0.csv,msr,lecar,764089,3086629,3832967,411,0.001,unique,19.84,292.28,|('learning_rate', 0.008)|, 0.008
/scratch/msr/rsrch_0.csv,msr,lecar,767422,3083296,3832998,411,0.001,unique,19.93,289.72,|('learning_rate', 0.009)|, 0.009
/scratch/msr/rsrch_0.csv,msr,lecar,767960,3082758,3832966,411,0.001,unique,19.94,291.48,|('learning_rate', 0.01)|, 0.01
/scratch/msr/rsrch_0.csv,msr,lecar,786678,3064040,3833203,411,0.001,unique,20.43,285.65,|('learning_rate', 0.02)|, 0.02
/scratch/msr/rsrch_0.csv,msr,lecar,889131,2961587,3833687,411,0.001,unique,23.09,286.21,|('learning_rate', 0.03)|, 0.03
/scratch/msr/rsrch_0.csv,msr,lecar,925752,2924966,3834002,411,0.001,unique,24.04,285.58,|('learning_rate', 0.04)|, 0.04
